phi_deg,theta_deg,C_joint,C_decoupled,delta_C
147.272727,0.000000,0.736593,0.736593,0.000000
147.272727,4.736842,0.732324,0.736593,-0.004268
147.272727,9.473684,0.727980,0.736593,-0.008613
147.272727,14.210526,0.725137,0.736593,-0.011455
147.272727,18.947368,0.724777,0.736593,-0.011816
147.272727,23.684211,0.727063,0.736593,-0.009530
147.272727,28.421053,0.731481,0.736593,-0.005112
147.272727,33.157895,0.737126,0.736593,0.000534
147.272727,37.894737,0.743007,0.736593,0.006414
147.272727,42.631579,0.748255,0.736593,0.011662
147.272727,47.368421,0.752234,0.736593,0.015641
147.272727,52.105263,0.754550,0.736593,0.017957
147.272727,56.842105,0.755005,0.736593,0.018413
147.272727,61.578947,0.753555,0.736593,0.016963
147.272727,66.315789,0.750295,0.736593,0.013703
147.272727,71.052632,0.745517,0.736593,0.008924
147.272727,75.789474,0.739778,0.736593,0.003186
147.272727,80.526316,0.733856,0.736593,-0.002736
147.272727,85.263158,0.728507,0.736593,-0.008085
147.272727,90.000000,0.724211,0.736593,-0.012382
149.090909,0.000000,0.736467,0.736467,0.000000
149.090909,4.736842,0.732337,0.736467,-0.004130
149.090909,9.473684,0.728226,0.736467,-0.008241
149.090909,14.210526,0.725658,0.736467,-0.010809
149.090909,18.947368,0.725562,0.736467,-0.010904
149.090909,23.684211,0.728060,0.736467,-0.008407
149.090909,28.421053,0.732604,0.736467,-0.003863
149.090909,33.157895,0.738269,0.736467,0.001803
149.090909,37.894737,0.744058,0.736467,0.007591
149.090909,42.631579,0.749109,0.736467,0.012642
149.090909,47.368421,0.752808,0.736467,0.016341
149.090909,52.105263,0.754794,0.736467,0.018328
149.090909,56.842105,0.754914,0.736467,0.018447
149.090909,61.578947,0.753167,0.736467,0.016700
149.090909,66.315789,0.749695,0.736467,0.013228
149.090909,71.052632,0.744822,0.736467,0.008355
149.090909,75.789474,0.739107,0.736467,0.002641
149.090909,80.526316,0.733302,0.736467,-0.003165
149.090909,85.263158,0.728118,0.736467,-0.008349
149.090909,90.000000,0.723996,0.736467,-0.012471
150.909091,0.000000,0.736384,0.736384,0.000000
150.909091,4.736842,0.732413,0.736384,-0.003971
150.909091,9.473684,0.728555,0.736384,-0.007829
150.909091,14.210526,0.726280,0.736384,-0.010104
150.909091,18.947368,0.726457,0.736384,-0.009927
150.909091,23.684211,0.729163,0.736384,-0.007221
150.909091,28.421053,0.733817,0.736384,-0.002567
150.909091,33.157895,0.739475,0.736384,0.003091
150.909091,37.894737,0.745133,0.736384,0.008749
150.909091,42.631579,0.749944,0.736384,0.013560
150.909091,47.368421,0.753320,0.736384,0.016936
150.909091,52.105263,0.754940,0.736384,0.018556
150.909091,56.842105,0.754695,0.736384,0.018311
150.909091,61.578947,0.752637,0.736384,0.016253
150.909091,66.315789,0.748952,0.736384,0.012568
150.909091,71.052632,0.743992,0.736384,0.007607
150.909091,75.789474,0.738317,0.736384,0.001932
150.909091,80.526316,0.732645,0.736384,-0.003739
150.909091,85.263158,0.727643,0.736384,-0.008741
150.909091,90.000000,0.723712,0.736384,-0.012672
152.727273,0.000000,0.736353,0.736353,0.000000
152.727273,4.736842,0.732562,0.736353,-0.003791
152.727273,9.473684,0.728978,0.736353,-0.007376
152.727273,14.210526,0.727009,0.736353,-0.009344
152.727273,18.947368,0.727466,0.736353,-0.008888
152.727273,23.684211,0.730374,0.736353,-0.005979
152.727273,28.421053,0.735119,0.736353,-0.001235
152.727273,33.157895,0.740737,0.736353,0.004384
152.727273,37.894737,0.746225,0.736353,0.009871
152.727273,42.631579,0.750752,0.736353,0.014398
152.727273,47.368421,0.753764,0.736353,0.017410
152.727273,52.105263,0.754983,0.736353,0.018629
152.727273,56.842105,0.754351,0.736353,0.017997
152.727273,61.578947,0.751970,0.736353,0.015617
152.727273,66.315789,0.748073,0.736353,0.011720
152.727273,71.052632,0.743036,0.736353,0.006682
152.727273,75.789474,0.737415,0.736353,0.001062
152.727273,80.526316,0.731894,0.736353,-0.004460
152.727273,85.263158,0.727090,0.736353,-0.009263
152.727273,90.000000,0.723362,0.736353,-0.012991
154.545455,0.000000,0.736385,0.736385,0.000000
154.545455,4.736842,0.732793,0.736385,-0.003592
154.545455,9.473684,0.729501,0.736385,-0.006883
154.545455,14.210526,0.727853,0.736385,-0.008532
154.545455,18.947368,0.728592,0.736385,-0.007793
154.545455,23.684211,0.731694,0.736385,-0.004691
154.545455,28.421053,0.736507,0.736385,0.000122
154.545455,33.157895,0.742051,0.736385,0.005666
154.545455,37.894737,0.747325,0.736385,0.010941
154.545455,42.631579,0.751523,0.736385,0.015138
154.545455,47.368421,0.754130,0.736385,0.017746
154.545455,52.105263,0.754917,0.736385,0.018533
154.545455,56.842105,0.753880,0.736385,0.017495
154.545455,61.578947,0.751172,0.736385,0.014787
154.545455,66.315789,0.747067,0.736385,0.010682
154.545455,71.052632,0.741965,0.736385,0.005580
154.545455,75.789474,0.736413,0.736385,0.000028
154.545455,80.526316,0.731057,0.736385,-0.005328
154.545455,85.263158,0.726465,0.736385,-0.009920
154.545455,90.000000,0.722951,0.736385,-0.013434
156.363636,0.000000,0.736489,0.736489,0.000000
156.363636,4.736842,0.733117,0.736489,-0.003372
156.363636,9.473684,0.730136,0.736489,-0.006353
156.363636,14.210526,0.728818,0.736489,-0.007671
156.363636,18.947368,0.729841,0.736489,-0.006648
156.363636,23.684211,0.733124,0.736489,-0.003365
156.363636,28.421053,0.737978,0.736489,0.001489
156.363636,33.157895,0.743409,0.736489,0.006920
156.363636,37.894737,0.748426,0.736489,0.011937
156.363636,42.631579,0.752250,0.736489,0.015761
156.363636,47.368421,0.754414,0.736489,0.017925
156.363636,52.105263,0.754742,0.736489,0.018253
156.363636,56.842105,0.753286,0.736489,0.016797
156.363636,61.578947,0.750249,0.736489,0.013760
156.363636,66.315789,0.745945,0.736489,0.009456
156.363636,71.052632,0.740791,0.736489,0.004302
156.363636,75.789474,0.735323,0.736489,-0.001166
156.363636,80.526316,0.730145,0.736489,-0.006344
156.363636,85.263158,0.725775,0.736489,-0.010714
156.363636,90.000000,0.722484,0.736489,-0.014005
158.181818,0.000000,0.736676,0.736676,0.000000
158.181818,4.736842,0.733544,0.736676,-0.003132
158.181818,9.473684,0.730889,0.736676,-0.005787
158.181818,14.210526,0.729912,0.736676,-0.006764
158.181818,18.947368,0.731216,0.736676,-0.005461
158.181818,23.684211,0.734662,0.736676,-0.002015
158.181818,28.421053,0.739526,0.736676,0.002850
158.181818,33.157895,0.744804,0.736676,0.008127
158.181818,37.894737,0.749515,0.736676,0.012839
158.181818,42.631579,0.752923,0.736676,0.016246
158.181818,47.368421,0.754608,0.736676,0.017932
158.181818,52.105263,0.754456,0.736676,0.017779
158.181818,56.842105,0.752571,0.736676,0.015895
158.181818,61.578947,0.749209,0.736676,0.012533
158.181818,66.315789,0.744717,0.736676,0.008040
158.181818,71.052632,0.739526,0.736676,0.002849
158.181818,75.789474,0.734155,0.736676,-0.002521
158.181818,80.526316,0.729168,0.736676,-0.007508
158.181818,85.263158,0.725030,0.736676,-0.011647
158.181818,90.000000,0.721968,0.736676,-0.014708
160.000000,0.000000,0.736958,0.736958,0.000000
160.000000,4.736842,0.734085,0.736958,-0.002874
160.000000,9.473684,0.731771,0.736958,-0.005187
160.000000,14.210526,0.731140,0.736958,-0.005818
160.000000,18.947368,0.732718,0.736958,-0.004241
160.000000,23.684211,0.736306,0.736958,-0.000652
160.000000,28.421053,0.741146,0.736958,0.004188
160.000000,33.157895,0.746225,0.736958,0.009266
160.000000,37.894737,0.750584,0.736958,0.013626
160.000000,42.631579,0.753531,0.736958,0.016573
160.000000,47.368421,0.754708,0.736958,0.017749
160.000000,52.105263,0.754057,0.736958,0.017098
160.000000,56.842105,0.751741,0.736958,0.014783
160.000000,61.578947,0.748061,0.736958,0.011103
160.000000,66.315789,0.743395,0.736958,0.006437
160.000000,71.052632,0.738182,0.736958,0.001223
160.000000,75.789474,0.732923,0.736958,-0.004036
160.000000,80.526316,0.728137,0.736958,-0.008822
160.000000,85.263158,0.724236,0.736958,-0.012722
160.000000,90.000000,0.721409,0.736958,-0.015549
161.818182,0.000000,0.737346,0.737346,0.000000
161.818182,4.736842,0.734749,0.737346,-0.002597
161.818182,9.473684,0.732790,0.737346,-0.004556
161.818182,14.210526,0.732508,0.737346,-0.004839
161.818182,18.947368,0.734348,0.737346,-0.002998
161.818182,23.684211,0.738053,0.737346,0.000707
161.818182,28.421053,0.742829,0.737346,0.005483
161.818182,33.157895,0.747661,0.737346,0.010315
161.818182,37.894737,0.751621,0.737346,0.014275
161.818182,42.631579,0.754068,0.737346,0.016722
161.818182,47.368421,0.754707,0.737346,0.017361
161.818182,52.105263,0.753546,0.737346,0.016200
161.818182,56.842105,0.750802,0.737346,0.013456
161.818182,61.578947,0.746816,0.737346,0.009470
161.818182,66.315789,0.741992,0.737346,0.004646
161.818182,71.052632,0.736773,0.737346,-0.000573
161.818182,75.789474,0.731637,0.737346,-0.005709
161.818182,80.526316,0.727061,0.737346,-0.010286
161.818182,85.263158,0.723404,0.737346,-0.013942
161.818182,90.000000,0.720813,0.737346,-0.016533
163.636364,0.000000,0.737851,0.737851,0.000000
163.636364,4.736842,0.735549,0.737851,-0.002302
163.636364,9.473684,0.733954,0.737851,-0.003897
163.636364,14.210526,0.734019,0.737851,-0.003832
163.636364,18.947368,0.736108,0.737851,-0.001744
163.636364,23.684211,0.739898,0.737851,0.002047
163.636364,28.421053,0.744566,0.737851,0.006715
163.636364,33.157895,0.749101,0.737851,0.011250
163.636364,37.894737,0.752614,0.737851,0.014762
163.636364,42.631579,0.754523,0.737851,0.016671
163.636364,47.368421,0.754603,0.737851,0.016751
163.636364,52.105263,0.752926,0.737851,0.015074
163.636364,56.842105,0.749760,0.737851,0.011909
163.636364,61.578947,0.745484,0.737851,0.007633
163.636364,66.315789,0.740520,0.737851,0.002669
163.636364,71.052632,0.735311,0.737851,-0.002540
163.636364,75.789474,0.730311,0.737851,-0.007540
163.636364,80.526316,0.725951,0.737851,-0.011901
163.636364,85.263158,0.722541,0.737851,-0.015310
163.636364,90.000000,0.720188,0.737851,-0.017664
165.454545,0.000000,0.738486,0.738486,0.000000
165.454545,4.736842,0.736494,0.738486,-0.001992
165.454545,9.473684,0.735270,0.738486,-0.003215
165.454545,14.210526,0.735678,0.738486,-0.002808
165.454545,18.947368,0.737993,0.738486,-0.000493
165.454545,23.684211,0.741833,0.738486,0.003347
165.454545,28.421053,0.746345,0.738486,0.007859
165.454545,33.157895,0.750532,0.738486,0.012046
165.454545,37.894737,0.753550,0.738486,0.015064
165.454545,42.631579,0.754887,0.738486,0.016402
165.454545,47.368421,0.754392,0.738486,0.015906
165.454545,52.105263,0.752198,0.738486,0.013713
165.454545,56.842105,0.748624,0.738486,0.010138
165.454545,61.578947,0.744076,0.738486,0.005591
165.454545,66.315789,0.738993,0.738486,0.000507
165.454545,71.052632,0.733810,0.738486,-0.004675
165.454545,75.789474,0.728956,0.738486,-0.009529
165.454545,80.526316,0.724817,0.738486,-0.013668
165.454545,85.263158,0.721656,0.738486,-0.016830
165.454545,90.000000,0.719539,0.738486,-0.018946
167.272727,0.000000,0.739260,0.739260,0.000000
167.272727,4.736842,0.737593,0.739260,-0.001667
167.272727,9.473684,0.736745,0.739260,-0.002515
167.272727,14.210526,0.737485,0.739260,-0.001775
167.272727,18.947368,0.740001,0.739260,0.000741
167.272727,23.684211,0.743848,0.739260,0.004588
167.272727,28.421053,0.748153,0.739260,0.008893
167.272727,33.157895,0.751938,0.739260,0.012678
167.272727,37.894737,0.754417,0.739260,0.015158
167.272727,42.631579,0.755154,0.739260,0.015895
167.272727,47.368421,0.754072,0.739260,0.014813
167.272727,52.105263,0.751367,0.739260,0.012108
167.272727,56.842105,0.747400,0.739260,0.008141
167.272727,61.578947,0.742604,0.739260,0.003344
167.272727,66.315789,0.737422,0.739260,-0.001838
167.272727,71.052632,0.732282,0.739260,-0.006977
167.272727,75.789474,0.727584,0.739260,-0.011676
167.272727,80.526316,0.723670,0.739260,-0.015590
167.272727,85.263158,0.720756,0.739260,-0.018503
167.272727,90.000000,0.718874,0.739260,-0.020386
169.090909,0.000000,0.740185,0.740185,0.000000
169.090909,4.736842,0.738854,0.740185,-0.001330
169.090909,9.473684,0.738383,0.740185,-0.001802
169.090909,14.210526,0.739440,0.740185,-0.000745
169.090909,18.947368,0.742124,0.740185,0.001940
169.090909,23.684211,0.745932,0.740185,0.005747
169.090909,28.421053,0.749974,0.740185,0.009789
169.090909,33.157895,0.753304,0.740185,0.013120
169.090909,37.894737,0.755203,0.740185,0.015019
169.090909,42.631579,0.755317,0.740185,0.015132
169.090909,47.368421,0.753643,0.740185,0.013458
169.090909,52.105263,0.750438,0.740185,0.010254
169.090909,56.842105,0.746100,0.740185,0.005915
169.090909,61.578947,0.741078,0.740185,0.000894
169.090909,66.315789,0.735820,0.740185,-0.004365
169.090909,71.052632,0.730739,0.740185,-0.009446
169.090909,75.789474,0.726204,0.740185,-0.013980
169.090909,80.526316,0.722518,0.740185,-0.017667
169.090909,85.263158,0.719850,0.740185,-0.020334
169.090909,90.000000,0.718198,0.740185,-0.021986
170.909091,0.000000,0.741270,0.741270,0.000000
170.909091,4.736842,0.740286,0.741270,-0.000984
170.909091,9.473684,0.740187,0.741270,-0.001084
170.909091,14.210526,0.741540,0.741270,0.000270
170.909091,18.947368,0.744354,0.741270,0.003084
170.909091,23.684211,0.748070,0.741270,0.006800
170.909091,28.421053,0.751791,0.741270,0.010521
170.909091,33.157895,0.754615,0.741270,0.013344
170.909091,37.894737,0.755896,0.741270,0.014626
170.909091,42.631579,0.755368,0.741270,0.014097
170.909091,47.368421,0.753105,0.741270,0.011834
170.909091,52.105263,0.749416,0.741270,0.008146
170.909091,56.842105,0.744731,0.741270,0.003461
170.909091,61.578947,0.739511,0.741270,-0.001759
170.909091,66.315789,0.734198,0.741270,-0.007072
170.909091,71.052632,0.729191,0.741270,-0.012079
170.909091,75.789474,0.724828,0.741270,-0.016442
170.909091,80.526316,0.721370,0.741270,-0.019900
170.909091,85.263158,0.718945,0.741270,-0.022325
170.909091,90.000000,0.717518,0.741270,-0.023752
172.727273,0.000000,0.742525,0.742525,0.000000
172.727273,4.736842,0.741894,0.742525,-0.000631
172.727273,9.473684,0.742157,0.742525,-0.000368
172.727273,14.210526,0.743779,0.742525,0.001254
172.727273,18.947368,0.746678,0.742525,0.004153
172.727273,23.684211,0.750245,0.742525,0.007720
172.727273,28.421053,0.753586,0.742525,0.011061
172.727273,33.157895,0.755852,0.742525,0.013327
172.727273,37.894737,0.756483,0.742525,0.013958
172.727273,42.631579,0.755302,0.742525,0.012777
172.727273,47.368421,0.752458,0.742525,0.009933
172.727273,52.105263,0.748308,0.742525,0.005783
172.727273,56.842105,0.743304,0.742525,0.000779
172.727273,61.578947,0.737913,0.742525,-0.004612
172.727273,66.315789,0.732568,0.742525,-0.009957
172.727273,71.052632,0.727649,0.742525,-0.014876
172.727273,75.789474,0.723464,0.742525,-0.019061
172.727273,80.526316,0.720233,0.742525,-0.022292
172.727273,85.263158,0.718047,0.742525,-0.024478
172.727273,90.000000,0.716839,0.742525,-0.025686
174.545455,0.000000,0.743957,0.743957,0.000000
174.545455,4.736842,0.743682,0.743957,-0.000275
174.545455,9.473684,0.744292,0.743957,0.000335
174.545455,14.210526,0.746148,0.743957,0.002192
174.545455,18.947368,0.749081,0.743957,0.005124
174.545455,23.684211,0.752436,0.743957,0.008480
174.545455,28.421053,0.755337,0.743957,0.011381
174.545455,33.157895,0.756998,0.743957,0.013042
174.545455,37.894737,0.756954,0.743957,0.012997
174.545455,42.631579,0.755117,0.743957,0.011160
174.545455,47.368421,0.751706,0.743957,0.007750
174.545455,52.105263,0.747121,0.743957,0.003164
174.545455,56.842105,0.741828,0.743957,-0.002128
174.545455,61.578947,0.736294,0.743957,-0.007662
174.545455,66.315789,0.730940,0.743957,-0.013016
174.545455,71.052632,0.726122,0.743957,-0.017834
174.545455,75.789474,0.722120,0.743957,-0.021837
174.545455,80.526316,0.719116,0.743957,-0.024841
174.545455,85.263158,0.717163,0.743957,-0.026794
174.545455,90.000000,0.716167,0.743957,-0.027790
176.363636,0.000000,0.745570,0.745570,0.000000
176.363636,4.736842,0.745649,0.745570,0.000079
176.363636,9.473684,0.746586,0.745570,0.001016
176.363636,14.210526,0.748635,0.745570,0.003065
176.363636,18.947368,0.751543,0.745570,0.005973
176.363636,23.684211,0.754622,0.745570,0.009053
176.363636,28.421053,0.757023,0.745570,0.011453
176.363636,33.157895,0.758037,0.745570,0.012467
176.363636,37.894737,0.757297,0.745570,0.011727
176.363636,42.631579,0.754809,0.745570,0.009239
176.363636,47.368421,0.750853,0.745570,0.005283
176.363636,52.105263,0.745863,0.745570,0.000293
176.363636,56.842105,0.740314,0.745570,-0.005256
176.363636,61.578947,0.734666,0.745570,-0.010904
176.363636,66.315789,0.729324,0.745570,-0.016246
176.363636,71.052632,0.724620,0.745570,-0.020950
176.363636,75.789474,0.720804,0.745570,-0.024766
176.363636,80.526316,0.718024,0.745570,-0.027546
176.363636,85.263158,0.716298,0.745570,-0.029272
176.363636,90.000000,0.715506,0.745570,-0.030064
178.181818,0.000000,0.747367,0.747367,0.000000
178.181818,4.736842,0.747793,0.747367,0.000426
178.181818,9.473684,0.749029,0.747367,0.001662
178.181818,14.210526,0.751222,0.747367,0.003855
178.181818,18.947368,0.754041,0.747367,0.006674
178.181818,23.684211,0.756777,0.747367,0.009410
178.181818,28.421053,0.758620,0.747367,0.011253
178.181818,33.157895,0.758950,0.747367,0.011583
178.181818,37.894737,0.757505,0.747367,0.010138
178.181818,42.631579,0.754376,0.747367,0.007009
178.181818,47.368421,0.749903,0.747367,0.002535
178.181818,52.105263,0.744541,0.747367,-0.002826
178.181818,56.842105,0.738771,0.747367,-0.008597
178.181818,61.578947,0.733038,0.747367,-0.014330
178.181818,66.315789,0.727728,0.747367,-0.019639
178.181818,71.052632,0.723150,0.747367,-0.024218
178.181818,75.789474,0.719523,0.747367,-0.027844
178.181818,80.526316,0.716963,0.747367,-0.030404
178.181818,85.263158,0.715457,0.747367,-0.031911
178.181818,90.000000,0.714860,0.747367,-0.032507
180.000000,0.000000,0.749347,0.749347,0.000000
180.000000,4.736842,0.750108,0.749347,0.000760
180.000000,9.473684,0.751606,0.749347,0.002259
180.000000,14.210526,0.753887,0.749347,0.004540
180.000000,18.947368,0.756549,0.749347,0.007201
180.000000,23.684211,0.758873,0.749347,0.009525
180.000000,28.421053,0.760104,0.749347,0.010757
180.000000,33.157895,0.759723,0.749347,0.010375
180.000000,37.894737,0.757570,0.749347,0.008222
180.000000,42.631579,0.753820,0.749347,0.004472
180.000000,47.368421,0.748861,0.749347,-0.000487
180.000000,52.105263,0.743165,0.749347,-0.006183
180.000000,56.842105,0.737207,0.749347,-0.012140
180.000000,61.578947,0.731418,0.749347,-0.017930
180.000000,66.315789,0.726160,0.749347,-0.023188
180.000000,71.052632,0.721718,0.749347,-0.027630
180.000000,75.789474,0.718283,0.749347,-0.031065
180.000000,80.526316,0.715939,0.749347,-0.033409
180.000000,85.263158,0.714644,0.749347,-0.034704
180.000000,90.000000,0.714233,0.749347,-0.035115
