phi_deg,theta_deg,delta_C_avg,delta_C_min
161.818182,52.105263,0.01619996,-0.09723215
163.636364,52.105263,0.01507426,-0.10169023
165.454545,52.105263,0.01371262,-0.10635642
167.272727,52.105263,0.01210769,-0.11124943
169.090909,52.105263,0.01025360,-0.11638685
170.909091,52.105263,0.00814613,-0.12178449
172.727273,52.105263,0.00578304,-0.12745578
174.545455,52.105263,0.00316434,-0.13341082
176.363636,52.105263,0.00029269,-0.13965545
178.181818,52.105263,-0.00282613,-0.14619007
180.000000,52.105263,-0.00618271,-0.15300836
0.000000,56.842105,-0.02038212,-0.15748856
1.818182,56.842105,-0.02260246,-0.16349195
3.636364,56.842105,-0.02501010,-0.16962766
5.454545,56.842105,-0.02758798,-0.17586463
7.272727,56.842105,-0.03031268,-0.18144290
9.090909,56.842105,-0.03315369,-0.18231461
10.909091,56.842105,-0.03607309,-0.18298523
12.727273,56.842105,-0.03902540,-0.18345688
14.545455,56.842105,-0.04195791,-0.18373219
16.363636,56.842105,-0.04481155,-0.18381426
18.181818,56.842105,-0.04752244,-0.18370659
20.000000,56.842105,-0.05002402,-0.18341310
21.818182,56.842105,-0.05224995,-0.18293805
23.636364,56.842105,-0.05413737,-0.18228601
25.454545,56.842105,-0.05563059,-0.18146180
27.272727,56.842105,-0.05668451,-0.18047047
29.090909,56.842105,-0.05726774,-0.17931724
30.909091,56.842105,-0.05736478,-0.17800744
32.727273,56.842105,-0.05697708,-0.17654649
34.545455,56.842105,-0.05612286,-0.17493983
36.363636,56.842105,-0.05483563,-0.17319291
38.181818,56.842105,-0.05316167,-0.17131109
40.000000,56.842105,-0.05115678,-0.16929968
41.818182,56.842105,-0.04888271,-0.16716381
43.636364,56.842105,-0.04640361,-0.16490849
45.454545,56.842105,-0.04378280,-0.16253849
47.272727,56.842105,-0.04108017,-0.16005837
49.090909,56.842105,-0.03835021,-0.15747240
50.909091,56.842105,-0.03564068,-0.15478459
52.727273,56.842105,-0.03299194,-0.15102407
54.545455,56.842105,-0.03043682,-0.14300069
56.363636,56.842105,-0.02800079,-0.13516277
58.181818,56.842105,-0.02570249,-0.12755243
60.000000,56.842105,-0.02355440,-0.12019919
61.818182,56.842105,-0.02156361,-0.11312141
63.636364,56.842105,-0.01973256,-0.10632794
65.454545,56.842105,-0.01805987,-0.09981957
67.272727,56.842105,-0.01654099,-0.09359048
69.090909,56.842105,-0.01516885,-0.08762954
70.909091,56.842105,-0.01393446,-0.08192140
72.727273,56.842105,-0.01282734,-0.07644750
74.545455,56.842105,-0.01183601,-0.07118693
76.363636,56.842105,-0.01094827,-0.06611709
78.181818,56.842105,-0.01015155,-0.06121433
80.000000,56.842105,-0.00943310,-0.05645444
81.818182,56.842105,-0.00878027,-0.05181303
83.636364,56.842105,-0.00818059,-0.04726591
85.454545,56.842105,-0.00762198,-0.04278937
87.272727,56.842105,-0.00709279,-0.03836038
89.090909,56.842105,-0.00658199,-0.03395685
90.909091,56.842105,-0.00607915,-0.02955776
92.727273,56.842105,-0.00557459,-0.02514334
94.545455,56.842105,-0.00505940,-0.02069517
96.363636,56.842105,-0.00452549,-0.01619635
98.181818,56.842105,-0.00396567,-0.01163157
100.000000,56.842105,-0.00337367,-0.00698728
101.818182,56.842105,-0.00274422,-0.00225171
103.636364,56.842105,-0.00207303,0.00258494
105.454545,56.842105,-0.00135688,0.00753046
107.272727,56.842105,-0.00059364,0.01259054
109.090909,56.842105,0.00021768,0.01776862
110.909091,56.842105,0.00107696,0.01907241
112.727273,56.842105,0.00198286,0.01521547
114.545455,56.842105,0.00293289,0.01138600
116.363636,56.842105,0.00392334,0.00758635
118.181818,56.842105,0.00494932,0.00381780
120.000000,56.842105,0.00600476,0.00008067
121.818182,56.842105,0.00708244,-0.00362569
123.636364,56.842105,0.00817404,-0.00730288
125.454545,56.842105,0.00927021,-0.01095340
127.272727,56.842105,0.01036062,-0.01458064
129.090909,56.842105,0.01143407,-0.01818885
130.909091,56.842105,0.01247862,-0.02178314
132.727273,56.842105,0.01348169,-0.02536943
134.545455,56.842105,0.01443020,-0.02895445
136.363636,56.842105,0.01531074,-0.03254575
138.181818,56.842105,0.01610972,-0.03615165
140.000000,56.842105,0.01681352,-0.03978126
141.818182,56.842105,0.01740869,-0.04344448
143.636364,56.842105,0.01788204,-0.04715196
145.454545,56.842105,0.01822082,-0.05091513
147.272727,56.842105,0.01841286,-0.05474615
149.090909,56.842105,0.01844665,-0.05865796
150.909091,56.842105,0.01831143,-0.06266420
152.727273,56.842105,0.01799727,-0.06677918
154.545455,56.842105,0.01749510,-0.07101791
156.363636,56.842105,0.01679673,-0.07539592
158.181818,56.842105,0.01589488,-0.07992928
160.000000,56.842105,0.01478314,-0.08463439
161.818182,56.842105,0.01345601,-0.08952787
163.636364,56.842105,0.01190885,-0.09462631
165.454545,56.842105,0.01013796,-0.09994600
167.272727,56.842105,0.00814060,-0.10550256
169.090909,56.842105,0.00591506,-0.11131049
170.909091,56.842105,0.00346085,-0.11738259
172.727273,56.842105,0.00077888,-0.12372931
174.545455,56.842105,-0.00212823,-0.13035787
176.363636,56.842105,-0.00525580,-0.13727133
178.181818,56.842105,-0.00859662,-0.14446741
180.000000,56.842105,-0.01214037,-0.15193725
0.000000,61.578947,-0.02353375,-0.15651113
1.818182,61.578947,-0.02589495,-0.16194723
3.636364,61.578947,-0.02843540,-0.16752072
5.454545,61.578947,-0.03113762,-0.17320384
7.272727,61.578947,-0.03397781,-0.17823991
9.090909,61.578947,-0.03692523,-0.17858429
10.909091,61.578947,-0.03994180,-0.17874561
12.727273,61.578947,-0.04298200,-0.17872909
14.545455,61.578947,-0.04599316,-0.17854030
16.363636,61.578947,-0.04891634,-0.17818514
18.181818,61.578947,-0.05168785,-0.17766979
20.000000,61.578947,-0.05424142,-0.17700065
21.818182,61.578947,-0.05651102,-0.17618426
23.636364,61.578947,-0.05843418,-0.17522726
25.454545,61.578947,-0.05995560,-0.17413635
27.272727,61.578947,-0.06103065,-0.17291822
29.090909,61.578947,-0.06162837,-0.17157948
30.909091,61.578947,-0.06173376,-0.17012664
32.727273,61.578947,-0.06134873,-0.16856605
34.545455,61.578947,-0.06049198,-0.16690387
36.363636,61.578947,-0.05919747,-0.16514598
38.181818,61.578947,-0.05751191,-0.16329800
40.000000,61.578947,-0.05549153,-0.16136521
41.818182,61.578947,-0.05319845,-0.15935254
43.636364,61.578947,-0.05069716,-0.15726454
45.454545,61.578947,-0.04805130,-0.15510532
47.272727,61.578947,-0.04532101,-0.15287858
49.090909,61.578947,-0.04256099,-0.15058753
50.909091,61.578947,-0.03981918,-0.14823493
52.727273,61.578947,-0.03713607,-0.14484845
54.545455,61.578947,-0.03454453,-0.13723634
56.363636,61.578947,-0.03207007,-0.12984512
58.181818,61.578947,-0.02973130,-0.12271499
60.000000,61.578947,-0.02754061,-0.11587334
61.818182,61.578947,-0.02550495,-0.10933632
63.636364,61.578947,-0.02362662,-0.10311037
65.454545,61.578947,-0.02190401,-0.09719379
67.272727,61.578947,-0.02033229,-0.09157813
69.090909,61.578947,-0.01890414,-0.08624951
70.909091,61.578947,-0.01761021,-0.08118977
72.727273,61.578947,-0.01643969,-0.07637741
74.545455,61.578947,-0.01538072,-0.07178853
76.363636,61.578947,-0.01442074,-0.06739748
78.181818,61.578947,-0.01354676,-0.06317749
80.000000,61.578947,-0.01274569,-0.05910123
81.818182,61.578947,-0.01200447,-0.05514117
83.636364,61.578947,-0.01131032,-0.05126999
85.454545,61.578947,-0.01065082,-0.04746088
87.272727,61.578947,-0.01001411,-0.04368778
89.090909,61.578947,-0.00938891,-0.03992567
90.909091,61.578947,-0.00876471,-0.03615069
92.727273,61.578947,-0.00813180,-0.03234040
94.545455,61.578947,-0.00748136,-0.02847393
96.363636,61.578947,-0.00680552,-0.02453213
98.181818,61.578947,-0.00609745,-0.02049772
100.000000,61.578947,-0.00535143,-0.01635550
101.818182,61.578947,-0.00456286,-0.01209240
103.636364,61.578947,-0.00372839,-0.00769772
105.454545,61.578947,-0.00284592,-0.00316319
107.272727,61.578947,-0.00191464,0.00151685
109.090909,61.578947,-0.00093513,0.00634537
110.909091,61.578947,0.00009069,0.01132255
112.727273,61.578947,0.00115947,0.01644568
114.545455,61.578947,0.00226647,0.02170914
116.363636,61.578947,0.00340559,0.01909552
118.181818,61.578947,0.00456933,0.01582504
120.000000,61.578947,0.00574894,0.01254178
121.818182,61.578947,0.00693441,0.00924324
123.636364,61.578947,0.00811467,0.00592616
125.454545,61.578947,0.00927763,0.00258657
127.272727,61.578947,0.01041040,-0.00078011
129.090909,61.578947,0.01149943,-0.00417912
130.909091,61.578947,0.01253075,-0.00761624
132.727273,61.578947,0.01349013,-0.01109781
134.545455,61.578947,0.01436335,-0.01463069
136.363636,61.578947,0.01513640,-0.01822222
138.181818,61.578947,0.01579568,-0.02188024
140.000000,61.578947,0.01632824,-0.02561304
141.818182,61.578947,0.01672190,-0.02942937
143.636364,61.578947,0.01696547,-0.03333848
145.454545,61.578947,0.01704880,-0.03735006
147.272727,61.578947,0.01696288,-0.04147427
149.090909,61.578947,0.01669988,-0.04572176
150.909091,61.578947,0.01625313,-0.05010366
152.727273,61.578947,0.01561706,-0.05463156
154.545455,61.578947,0.01478717,-0.05931753
156.363636,61.578947,0.01375989,-0.06417403
158.181818,61.578947,0.01253250,-0.06921389
160.000000,61.578947,0.01110300,-0.07445022
161.818182,61.578947,0.00946999,-0.07989627
163.636364,61.578947,0.00763263,-0.08556520
165.454545,61.578947,0.00559059,-0.09146992
167.272727,61.578947,0.00334399,-0.09762266
169.090909,61.578947,0.00089353,-0.10403462
170.909091,61.578947,-0.00175939,-0.11071538
172.727273,61.578947,-0.00461250,-0.11767227
174.545455,61.578947,-0.00766230,-0.12490954
176.363636,61.578947,-0.01090371,-0.13242741
178.181818,61.578947,-0.01432954,-0.14022096
180.000000,61.578947,-0.01792989,-0.14827883
0.000000,66.315789,-0.02699465,-0.15213579
1.818182,66.315789,-0.02943869,-0.15696113
3.636364,66.315789,-0.03205190,-0.16193352
5.454545,66.315789,-0.03481684,-0.16702832
7.272727,66.315789,-0.03770986,-0.17149194
9.090909,66.315789,-0.04070051,-0.17128275
10.909091,66.315789,-0.04375105,-0.17091230
12.727273,66.315789,-0.04681638,-0.17038857
14.545455,66.315789,-0.04984434,-0.16971979
16.363636,66.315789,-0.05277657,-0.16891436
18.181818,66.315789,-0.05554997,-0.16798079
20.000000,66.315789,-0.05809891,-0.16692761
21.818182,66.315789,-0.06035804,-0.16576333
23.636364,66.315789,-0.06226557,-0.16449639
25.454545,66.315789,-0.06376688,-0.16313503
27.272727,66.315789,-0.06481801,-0.16168733
29.090909,66.315789,-0.06538871,-0.16016108
30.909091,66.315789,-0.06546458,-0.15856378
32.727273,66.315789,-0.06504818,-0.15690256
34.545455,66.315789,-0.06415879,-0.15518415
36.363636,66.315789,-0.06283092,-0.15341485
38.181818,66.315789,-0.06111179,-0.15160050
40.000000,66.315789,-0.05905808,-0.14974641
41.818182,66.315789,-0.05673232,-0.14785737
43.636364,66.315789,-0.05419937,-0.14593762
45.454545,66.315789,-0.05152315,-0.14399082
47.272727,66.315789,-0.04876407,-0.14202001
49.090909,66.315789,-0.04597703,-0.14002765
50.909091,66.315789,-0.04321007,-0.13801554
52.727273,66.315789,-0.04050379,-0.13501030
54.545455,66.315789,-0.03789107,-0.12781896
56.363636,66.315789,-0.03539739,-0.12088670
58.181818,66.315789,-0.03304126,-0.11425223
60.000000,66.315789,-0.03083495,-0.10794134
61.818182,66.315789,-0.02878522,-0.10196846
63.636364,66.315789,-0.02689412,-0.09633818
65.454545,66.315789,-0.02515975,-0.09104685
67.272727,66.315789,-0.02357699,-0.08608394
69.090909,66.315789,-0.02213811,-0.08143340
70.909091,66.315789,-0.02083340,-0.07707479
72.727273,66.315789,-0.01965163,-0.07298425
74.545455,66.315789,-0.01858046,-0.06913540
76.363636,66.315789,-0.01760688,-0.06550004
78.181818,66.315789,-0.01671743,-0.06204882
80.000000,66.315789,-0.01589853,-0.05875170
81.818182,66.315789,-0.01513667,-0.05557842
83.636364,66.315789,-0.01441858,-0.05249890
85.454545,66.315789,-0.01373143,-0.04948354
87.272727,66.315789,-0.01306295,-0.04650349
89.090909,66.315789,-0.01240153,-0.04353095
90.909091,66.315789,-0.01173637,-0.04053934
92.727273,66.315789,-0.01105756,-0.03750358
94.545455,66.315789,-0.01035615,-0.03440023
96.363636,66.315789,-0.00962429,-0.03120772
98.181818,66.315789,-0.00885526,-0.02790655
100.000000,66.315789,-0.00804361,-0.02447943
101.818182,66.315789,-0.00718518,-0.02091152
103.636364,66.315789,-0.00627718,-0.01719059
105.454545,66.315789,-0.00531831,-0.01330717
107.272727,66.315789,-0.00430872,-0.00925474
109.090909,66.315789,-0.00325016,-0.00502982
110.909091,66.315789,-0.00214593,-0.00063215
112.727273,66.315789,-0.00100091,0.00393528
114.545455,66.315789,0.00017843,0.00866617
116.363636,66.315789,0.00138407,0.01355093
118.181818,66.315789,0.00260656,0.01857671
120.000000,66.315789,0.00383504,0.02322768
121.818182,66.315789,0.00505743,0.02045620
123.636364,66.315789,0.00626060,0.01762271
125.454545,66.315789,0.00743052,0.01472124
127.272727,66.315789,0.00855256,0.01174540
129.090909,66.315789,0.00961168,0.00868845
130.909091,66.315789,0.01059276,0.00554335
132.727273,66.315789,0.01148085,0.00230283
134.545455,66.315789,0.01226146,-0.00104055
136.363636,66.315789,0.01292083,-0.00449441
138.181818,66.315789,0.01344614,-0.00806648
140.000000,66.315789,0.01382576,-0.01176460
141.818182,66.315789,0.01404938,-0.01559671
143.636364,66.315789,0.01410812,-0.01957087
145.454545,66.315789,0.01399458,-0.02369526
147.272727,66.315789,0.01370285,-0.02797818
149.090909,66.315789,0.01322841,-0.03242814
150.909091,66.315789,0.01256807,-0.03705381
152.727273,66.315789,0.01171977,-0.04186412
154.545455,66.315789,0.01068248,-0.04686821
156.363636,66.315789,0.00945591,-0.05207547
158.181818,66.315789,0.00804040,-0.05749553
160.000000,66.315789,0.00643670,-0.06313817
161.818182,66.315789,0.00464584,-0.06901325
163.636364,66.315789,0.00266897,-0.07513055
165.454545,66.315789,0.00050735,-0.08149960
167.272727,66.315789,-0.00183769,-0.08812929
169.090909,66.315789,-0.00436466,-0.09502759
170.909091,66.315789,-0.00707179,-0.10220094
172.727273,66.315789,-0.00995675,-0.10965368
174.545455,66.315789,-0.01301633,-0.11738723
176.363636,66.315789,-0.01624600,-0.12539916
178.181818,66.315789,-0.01963938,-0.13368205
180.000000,66.315789,-0.02318761,-0.14222228
0.000000,71.052632,-0.03044586,-0.14464691
1.818182,71.052632,-0.03290796,-0.14889941
3.636364,71.052632,-0.03552933,-0.15331343
5.454545,71.052632,-0.03829303,-0.15786695
7.272727,71.052632,-0.04117600,-0.16180890
9.090909,71.052632,-0.04414843,-0.16110005
10.909091,71.052632,-0.04717331,-0.16025425
12.727273,71.052632,-0.05020628,-0.15928166
14.545455,71.052632,-0.05319599,-0.15819253
16.363636,71.052632,-0.05608488,-0.15699716
18.181818,71.052632,-0.05881067,-0.15570577
20.000000,71.052632,-0.06130856,-0.15432849
21.818182,71.052632,-0.06351400,-0.15287525
23.636364,71.052632,-0.06536599,-0.15135572
25.454545,71.052632,-0.06681071,-0.14977927
27.272727,71.052632,-0.06780493,-0.14815492
29.090909,71.052632,-0.06831909,-0.14649126
30.909091,71.052632,-0.06833947,-0.14479642
32.727273,71.052632,-0.06786926,-0.14307805
34.545455,71.052632,-0.06692829,-0.14134324
36.363636,71.052632,-0.06555160,-0.13959853
38.181818,71.052632,-0.06378689,-0.13784984
40.000000,71.052632,-0.06169126,-0.13610248
41.818182,71.052632,-0.05932760,-0.13436110
43.636364,71.052632,-0.05676107,-0.13262968
45.454545,71.052632,-0.05405587,-0.13091151
47.272727,71.052632,-0.05127260,-0.12920919
49.090909,71.052632,-0.04846630,-0.12752459
50.909091,71.052632,-0.04568513,-0.12585887
52.727273,71.052632,-0.04296969,-0.12323787
54.545455,71.052632,-0.04035291,-0.11646778
56.363636,71.052632,-0.03786016,-0.10999285
58.181818,71.052632,-0.03550989,-0.10385076
60.000000,71.052632,-0.03331421,-0.09806620
61.818182,71.052632,-0.03127967,-0.09265240
63.636364,71.052632,-0.02940812,-0.08761269
65.454545,71.052632,-0.02769737,-0.08294205
67.272727,71.052632,-0.02614199,-0.07862854
69.090909,71.052632,-0.02473394,-0.07465460
70.909091,71.052632,-0.02346313,-0.07099818
72.727273,71.052632,-0.02231792,-0.06763377
74.545455,71.052632,-0.02128558,-0.06453327
76.363636,71.052632,-0.02035266,-0.06166667
78.181818,71.052632,-0.01950527,-0.05900273
80.000000,71.052632,-0.01872937,-0.05650948
81.818182,71.052632,-0.01801100,-0.05415467
83.636364,71.052632,-0.01733646,-0.05190617
85.454545,71.052632,-0.01669248,-0.04973226
87.272727,71.052632,-0.01606638,-0.04760199
89.090909,71.052632,-0.01544618,-0.04548538
90.909091,71.052632,-0.01482074,-0.04335368
92.727273,71.052632,-0.01417984,-0.04117962
94.545455,71.052632,-0.01351433,-0.03893760
96.363636,71.052632,-0.01281617,-0.03660394
98.181818,71.052632,-0.01207857,-0.03415703
100.000000,71.052632,-0.01129607,-0.03157760
101.818182,71.052632,-0.01046462,-0.02884888
103.636364,71.052632,-0.00958164,-0.02595685
105.454545,71.052632,-0.00864614,-0.02289034
107.272727,71.052632,-0.00765873,-0.01964130
109.090909,71.052632,-0.00662169,-0.01620489
110.909091,71.052632,-0.00553900,-0.01257963
112.727273,71.052632,-0.00441630,-0.00876744
114.545455,71.052632,-0.00326094,-0.00477373
116.363636,71.052632,-0.00208182,-0.00060731
118.181818,71.052632,-0.00088939,0.00371964
120.000000,71.052632,0.00030455,0.00819180
121.818182,71.052632,0.00148699,0.01279089
123.636364,71.052632,0.00264394,0.01749604
125.454545,71.052632,0.00376068,0.02228412
127.272727,71.052632,0.00482201,0.02231995
129.090909,71.052632,0.00581260,0.01969273
130.909091,71.052632,0.00671728,0.01693576
132.727273,71.052632,0.00752133,0.01404045
134.545455,71.052632,0.00821082,0.01099832
136.363636,71.052632,0.00877286,0.00780105
138.181818,71.052632,0.00919583,0.00444051
140.000000,71.052632,0.00946956,0.00090882
141.818182,71.052632,0.00958545,-0.00280166
143.636364,71.052632,0.00953652,-0.00669834
145.454545,71.052632,0.00931741,-0.01078840
147.272727,71.052632,0.00892428,-0.01507885
149.090909,71.052632,0.00835470,-0.01957657
150.909091,71.052632,0.00760749,-0.02428835
152.727273,71.052632,0.00668245,-0.02922094
154.545455,71.052632,0.00558020,-0.03438114
156.363636,71.052632,0.00430192,-0.03977578
158.181818,71.052632,0.00284911,-0.04541178
160.000000,71.052632,0.00122344,-0.05129614
161.818182,71.052632,-0.00057347,-0.05743584
163.636364,71.052632,-0.00254011,-0.06383777
165.454545,71.052632,-0.00467516,-0.07050857
167.272727,71.052632,-0.00697747,-0.07745429
169.090909,71.052632,-0.00944595,-0.08468011
170.909091,71.052632,-0.01207941,-0.09218982
172.727273,71.052632,-0.01487628,-0.09998518
174.545455,71.052632,-0.01783424,-0.10806520
176.363636,71.052632,-0.02094978,-0.11642519
178.181818,71.052632,-0.02421758,-0.12505563
180.000000,71.052632,-0.02762992,-0.13394097
0.000000,75.789474,-0.03348376,-0.13423445
1.818182,75.789474,-0.03590415,-0.13801517
3.636364,75.789474,-0.03847590,-0.14197643
5.454545,75.789474,-0.04118287,-0.14609806
7.272727,75.789474,-0.04400284,-0.14963077
9.090909,75.789474,-0.04690687,-0.14853699
10.909091,75.789474,-0.04985883,-0.14733213
12.727273,75.789474,-0.05281526,-0.14602778
14.545455,75.789474,-0.05572570,-0.14463553
16.363636,75.789474,-0.05853344,-0.14316685
18.181818,75.789474,-0.06117709,-0.14163304
20.000000,75.789474,-0.06359267,-0.14004518
21.818182,75.789474,-0.06571641,-0.13841401
23.636364,75.789474,-0.06748810,-0.13674992
25.454545,75.789474,-0.06885460,-0.13506289
27.272727,75.789474,-0.06977338,-0.13336241
29.090909,75.789474,-0.07021551,-0.13165746
30.909091,75.789474,-0.07016784,-0.12995646
32.727273,75.789474,-0.06963408,-0.12826724
34.545455,75.789474,-0.06863456,-0.12659700
36.363636,75.789474,-0.06720475,-0.12495230
38.181818,75.789474,-0.06539274,-0.12333900
40.000000,75.789474,-0.06325593,-0.12176227
41.818182,75.789474,-0.06085753,-0.12022657
43.636364,75.789474,-0.05826292,-0.11873560
45.454545,75.789474,-0.05553650,-0.11729233
47.272727,75.789474,-0.05273901,-0.11589897
49.090909,75.789474,-0.04992559,-0.11455694
50.909091,75.789474,-0.04714447,-0.11326690
52.727273,75.789474,-0.04443629,-0.11105416
54.545455,75.789474,-0.04183392,-0.10472430
56.363636,75.789474,-0.03936272,-0.09872092
58.181818,75.789474,-0.03704102,-0.09308104
60.000000,75.789474,-0.03488082,-0.08782859
61.818182,75.789474,-0.03288852,-0.08297603
63.636364,75.789474,-0.03106578,-0.07852587
65.454545,75.789474,-0.02941020,-0.07447222
67.272727,75.789474,-0.02791613,-0.07080222
69.090909,75.789474,-0.02657524,-0.06749737
70.909091,75.789474,-0.02537718,-0.06453461
72.727273,75.789474,-0.02431000,-0.06188739
74.545455,75.789474,-0.02336067,-0.05952649
76.363636,75.789474,-0.02251539,-0.05742079
78.181818,75.789474,-0.02175992,-0.05553785
80.000000,75.789474,-0.02107989,-0.05384445
81.818182,75.789474,-0.02046096,-0.05230706
83.636364,75.789474,-0.01988907,-0.05089219
85.454545,75.789474,-0.01935061,-0.04956675
87.272727,75.789474,-0.01883251,-0.04829832
89.090909,75.789474,-0.01832245,-0.04705544
90.909091,75.789474,-0.01780894,-0.04580779
92.727273,75.789474,-0.01728143,-0.04452652
94.545455,75.789474,-0.01673044,-0.04318436
96.363636,75.789474,-0.01614765,-0.04175592
98.181818,75.789474,-0.01552599,-0.04021784
100.000000,75.789474,-0.01485973,-0.03854904
101.818182,75.789474,-0.01414458,-0.03673090
103.636364,75.789474,-0.01337778,-0.03474746
105.454545,75.789474,-0.01255813,-0.03258562
107.272727,75.789474,-0.01168608,-0.03023530
109.090909,75.789474,-0.01076374,-0.02768959
110.909091,75.789474,-0.00979495,-0.02494483
112.727273,75.789474,-0.00878521,-0.02200076
114.545455,75.789474,-0.00774168,-0.01886045
116.363636,75.789474,-0.00667308,-0.01553033
118.181818,75.789474,-0.00558963,-0.01202006
120.000000,75.789474,-0.00450284,-0.00834235
121.818182,75.789474,-0.00342536,-0.00451272
123.636364,75.789474,-0.00237073,-0.00054917
125.454545,75.789474,-0.00135313,0.00352820
127.272727,75.789474,-0.00038711,0.00769761
129.090909,75.789474,0.00051276,0.01193613
130.909091,75.789474,0.00133215,0.01622012
132.727273,75.789474,0.00205733,0.02052574
134.545455,75.789474,0.00267538,0.02166206
136.363636,75.789474,0.00317450,0.01879698
138.181818,75.789474,0.00354417,0.01573479
140.000000,75.789474,0.00377531,0.01246712
141.818182,75.789474,0.00386036,0.00898612
143.636364,75.789474,0.00379328,0.00528442
145.454545,75.789474,0.00356953,0.00135516
147.272727,75.789474,0.00318594,-0.00280811
149.090909,75.789474,0.00264056,-0.00721143
150.909091,75.789474,0.00193249,-0.01186055
152.727273,75.789474,0.00106162,-0.01676095
154.545455,75.789474,0.00002844,-0.02191796
156.363636,75.789474,-0.00116618,-0.02733679
158.181818,75.789474,-0.00252126,-0.03302261
160.000000,75.789474,-0.00403579,-0.03898053
161.818182,75.789474,-0.00570896,-0.04521559
163.636364,75.789474,-0.00754018,-0.05173269
165.454545,75.789474,-0.00952915,-0.05853641
167.272727,75.789474,-0.01167579,-0.06563082
169.090909,75.789474,-0.01398015,-0.07301908
170.909091,75.789474,-0.01644217,-0.08070303
172.727273,75.789474,-0.01906142,-0.08868258
174.545455,75.789474,-0.02183672,-0.09695491
176.363636,75.789474,-0.02476564,-0.10551364
178.181818,75.789474,-0.02784394,-0.11434766
180.000000,75.789474,-0.03106491,-0.12343992
0.000000,80.526316,-0.03572708,-0.12078489
1.818182,80.526316,-0.03806075,-0.12422318
3.636364,80.526316,-0.04054071,-0.12786486
5.454545,80.526316,-0.04315176,-0.13169093
7.272727,80.526316,-0.04587258,-0.13495317
9.090909,80.526316,-0.04867514,-0.13361500
10.909091,80.526316,-0.05152423,-0.13219270
12.727273,80.526316,-0.05437726,-0.13069866
14.545455,80.526316,-0.05718460,-0.12914512
16.363636,80.526316,-0.05989037,-0.12754416
18.181818,80.526316,-0.06243395,-0.12590757
20.000000,80.526316,-0.06475208,-0.12424683
21.818182,80.526316,-0.06678169,-0.12257301
23.636364,80.526316,-0.06846320,-0.12089675
25.454545,80.526316,-0.06974408,-0.11922817
27.272727,80.526316,-0.07058233,-0.11757688
29.090909,80.526316,-0.07094952,-0.11595188
30.909091,80.526316,-0.07083296,-0.11436157
32.727273,80.526316,-0.07023676,-0.11281371
34.545455,80.526316,-0.06918163,-0.11131536
36.363636,80.526316,-0.06770334,-0.10987290
38.181818,80.526316,-0.06585026,-0.10849198
40.000000,80.526316,-0.06368004,-0.10717752
41.818182,80.526316,-0.06125607,-0.10593369
43.636364,80.526316,-0.05864392,-0.10476387
45.454545,80.526316,-0.05590809,-0.10367068
47.272727,80.526316,-0.05310943,-0.10265597
49.090909,80.526316,-0.05030314,-0.10172075
50.909091,80.526316,-0.04753749,-0.10086527
52.727273,80.526316,-0.04485311,-0.09911440
54.545455,80.526316,-0.04228287,-0.09327327
56.363636,80.526316,-0.03985207,-0.08778501
58.181818,80.526316,-0.03757898,-0.08268613
60.000000,80.526316,-0.03547550,-0.07800006
61.818182,80.526316,-0.03354794,-0.07373874
63.636364,80.526316,-0.03179781,-0.06990412
65.454545,80.526316,-0.03022258,-0.06648976
67.272727,80.526316,-0.02881642,-0.06348222
69.090909,80.526316,-0.02757084,-0.06086238
70.909091,80.526316,-0.02647528,-0.05860657
72.727273,80.526316,-0.02551758,-0.05668758
74.545455,80.526316,-0.02468450,-0.05507553
76.363636,80.526316,-0.02396199,-0.05373856
78.181818,80.526316,-0.02333558,-0.05264349
80.000000,80.526316,-0.02279062,-0.05175633
81.818182,80.526316,-0.02231251,-0.05104272
83.636364,80.526316,-0.02188690,-0.05046829
85.454545,80.526316,-0.02149986,-0.04999901
87.272727,80.526316,-0.02113803,-0.04960148
89.090909,80.526316,-0.02078874,-0.04924314
90.909091,80.526316,-0.02044015,-0.04889256
92.727273,80.526316,-0.02008134,-0.04851961
94.545455,80.526316,-0.01970242,-0.04809572
96.363636,80.526316,-0.01929465,-0.04759401
98.181818,80.526316,-0.01885048,-0.04698956
100.000000,80.526316,-0.01836370,-0.04625957
101.818182,80.526316,-0.01782948,-0.04538354
103.636364,80.526316,-0.01724445,-0.04434347
105.454545,80.526316,-0.01660676,-0.04312403
107.272727,80.526316,-0.01591616,-0.04171273
109.090909,80.526316,-0.01517398,-0.04010002
110.909091,80.526316,-0.01438320,-0.03827943
112.727273,80.526316,-0.01354838,-0.03624759
114.545455,80.526316,-0.01267566,-0.03400430
116.363636,80.526316,-0.01177268,-0.03155249
118.181818,80.526316,-0.01084846,-0.02889809
120.000000,80.526316,-0.00991326,-0.02604992
121.818182,80.526316,-0.00897839,-0.02301945
123.636364,80.526316,-0.00805604,-0.01982054
125.454545,80.526316,-0.00715899,-0.01646909
127.272727,80.526316,-0.00630036,-0.01298268
129.090909,80.526316,-0.00549336,-0.00938019
130.909091,80.526316,-0.00475099,-0.00568133
132.727273,80.526316,-0.00408578,-0.00190634
134.545455,80.526316,-0.00350955,0.00192449
136.363636,80.526316,-0.00303320,0.00579103
138.181818,80.526316,-0.00266654,0.00967362
140.000000,80.526316,-0.00241818,0.01355324
141.818182,80.526316,-0.00229547,0.01741156
